SURVEY,SURVEY,,NPS,NPS_TOELICHTING,GESLACHT,LEEFTIJD,ABOJAREN,CREATIE_DT,SUBSCRIPTION_KEY,TITEL_TEKST,ABO_TYPE,ELT_PROEF_GEHAD,EXIT_OPZEGREDEN
ELT_Nieuws,ELT_Nieuws,,0,Niet te vreden,Man,65-74,Weet ik niet zeker,4/7/2025,ARIA_AD_A1003709900,het AD,Compleet,Ja,
EXIT_Nieuws,EXIT_Nieuws,,8,er zijn slechts 2 kranten die ik prettig en interessant  vind om te lezen(AD en Telegraaf),Man,65-74,Minder dan 6 maanden,8/25/2025,ARIA_AD_A1004097478,het AD,Compleet,,"ik heb mogelijk alleen interesse in  de 4 weken voor Euro 4,--. Tevens is het bij  een gewoon abo wachten op de dag dat je de krant niet ontvangt en je er zelf achteraan moet(ook deze keer  1 x ontvangen net als de vorige keer dat ik de krant 4 weken had."
EXIT_Nieuws,EXIT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,Weet ik niet,1/13/2025,ARIA_AD_A1000591636,het AD,Compleet,,Wij gaan binnenkort overwinteren in Portugal
LLT_Nieuws,LLT_Nieuws,,10,hele krant as pdf = net een echte krant maar dan zonder al dat papier,Beantwoord ik liever niet,Beantwoord ik liever niet,Weet ik niet,1/27/2025,ARIA_AD_A1002829288,het AD,Digital Only,,
ELT_Nieuws,ELT_Nieuws,,6,"Ik heb ooit eerder Trouw gelezen. Nu gekozen voor digitaal met weekend-op-papier. Dat laatste valt mij tegen: artikelen vaak al eerder digitaal beschikbaar, onaantrekkelijke lay-out.",Man,75 jaar of ouder,3-4 maanden,8/4/2025,ARIA_TR_A1004003245,Trouw,Zaterdag+ (Hybride),Nee,
LLT_Magazines,LLT_Magazines,,6,Omdat al mijn vrienden frans talig zijn,Vrouw,75 jaar of ouder,Weet ik niet,7/14/2025,SAP_DA_39899526_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,65-74,Meer dan 30 jaar,5/6/2025,ARIA_AD_A1000366957,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,6,"De objectiviteit van vele artikelen loopt gedurende de jaren verder achteruit,  Koppen dekken vaak de lading van de artikelen niet. Te veel kletspraat van filosofen en psychologen over ß wetenschappen in de Verdieping. Nieuwe columnisten praten veel over ",Man,75 jaar of ouder,Meer dan 30 jaar,1/27/2025,ARIA_TR_A1000746583,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Omdat ik nooit een krant adviseer,Man,55-64,Weet ik niet,4/28/2025,ARIA_AD_A1000154687,het AD,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,3,"Omdat ik me opgelicht voel. Ik had een proef abonnement voor 4 weken, en na 2,5 weken stopte het al",Vrouw,65-74,Minder dan 6 maanden,8/4/2025,ARIA_AD_A1004026867,het AD,Compleet,,"Proefabonnement.  Zou  zoals eerder vermeld 4 weken lopen en kreeg na 2,5 wek6niets meer"
ELT_Magazines,ELT_Magazines,,1,Ik geef door,Vrouw,65-74,1-2 maanden,7/28/2025,SAP_DA_41289175_10,Dag Allemaal,Compleet,Nee,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Vrouw,65-74,Meer dan 30 jaar,7/28/2025,SAP_LIBEL_37724705_20,Libelle,Compleet,,
ELT_Magazines,ELT_Magazines,,0,Ik adviseer mijn vrienden/kennissen nooit over dit soort dingen.,Vrouw,65-74,3-4 maanden,7/2/2025,SAP_DONAL_41237177_10,Donald Duck,Compleet,Nee,
ELT_Magazines,ELT_Magazines,,5,Leuk om te lezen,Vrouw,65-74,3-4 maanden,8/4/2025,SAP_DA_41306972_10,Dag Allemaal,Compleet,Nee,
EXIT_Nieuws,EXIT_Nieuws,,10,Goede prijs/kwaliteit,Man,35-44,1-2 jaar,2/3/2025,ARIA_HLN_A1001610131,Het Laatste Nieuws,Digitaal Basis,,Promotie andere krant en misschien mogelijkheid biij telecom abonnement
LLT_Magazines,LLT_Magazines,,10,n.v.t.,Vrouw,Beantwoord ik liever niet,6-10 jaar,8/11/2025,SAP_LIBEL_36536467_30,Libelle,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,Duidelijke krant met uitgebreid de sport,Vrouw,65-74,1-2 maanden,3/10/2025,ARIA_AD_A1003567354,het AD,Zaterdag+ (Hybride),Ja,
ELT_Nieuws,ELT_Nieuws,,5,fifty-fifty,Man,55-64,1-2 maanden,8/11/2025,ARIA_BD_A1004085501,Brabants Dagblad,Digital Only,Ja,
EXIT_Nieuws,EXIT_Nieuws,,7,Het navigeren door de redactionele stukken ging niet altijd even soepel,Man,45-54,3-5 jaar,7/21/2025,ARIA_ED_A1001437050,het ED,Digital Only,,Prijs-kwaliteit en hoe vaak ik er echt gebruik van maakte
LLT_Nieuws,LLT_Nieuws,,9,Ik vind het een duidelijke courant en word netjes op tijd bezorgd.,Man,75 jaar of ouder,Meer dan 30 jaar,6/23/2025,ARIA_AD_A1003324376,het AD,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,35-44,1-2 maanden,5/13/2025,ARIA_VK_A1003834421,de Volkskrant,Zaterdag+ (Hybride),Ja,
LLT_Nieuws,LLT_Nieuws,,4,Er is nog noit iemand geweest die gevraagd heeft welke krant wij lezen of welke hij/zij zou moeten nemen. Bovendien nemen jongere generaties het nieuws via internet tot zich.,Man,65-74,Meer dan 30 jaar,7/28/2025,ARIA_AD_A1001162679,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,n.v.t.,Vrouw,65-74,Meer dan 30 jaar,3/18/2025,ARIA_HLN_A1001999395,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Vrouw,65-74,3-5 jaar,2/10/2025,ARIA_DG_A1001286062,de Gelderlander,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,Velen wonen buiten Zeeland,Man,65-74,21-30 jaar,2/17/2025,ARIA_PZ_A1002862470,de PZC,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Fijne krant   Regionaal nieuws   Wereld gebeuren,Vrouw,75 jaar of ouder,11-20 jaar,7/21/2025,ARIA_DG_A1000909950,de Gelderlander,Compleet,,
ELT_Nieuws,ELT_Nieuws,,9,Digital fijne timeline met direkt het laatste nieuws on top. Complete verhalen. Leuke en interessante human interest items. Ik ben gillend weggerend van de nieuwe Telegraaf App. Alstublieft doe nooit zoiets hysterisch.,Vrouw,65-74,1-2 maanden,7/28/2025,ARIA_AD_A1004046550,het AD,Digitaal Basis,Nee,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,65-74,1-2 jaar,2/10/2025,ARIA_VK_A1002587535,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,n.v.t.,Vrouw,75 jaar of ouder,6-10 jaar,3/10/2025,ARIA_DM_A1001967705,De Morgen,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,9,Bevalt prima,Vrouw,75 jaar of ouder,Meer dan 30 jaar,5/26/2025,ARIA_BS_A1003572871,BN DeStem,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,6,n.v.t.,Man,65-74,6-12 maanden,6/9/2025,ARIA_AD_A1002998609,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"Omdat ik elke dag weer blij ben met de Tubantia in de bus zo vol regionale, nationale en internationale nieuwsfeiten",Vrouw,65-74,Meer dan 30 jaar,8/4/2025,ARIA_TT_A1000683972,Tubantia,Compleet,,
LLT_Nieuws,LLT_Nieuws,,1,Ik doe dat zelden met gelijk wat,Man,75 jaar of ouder,6-10 jaar,4/21/2025,ARIA_DM_A1001773804,De Morgen,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,Ben tevreden.,Man,75 jaar of ouder,3-5 jaar,7/7/2025,ARIA_HLN_A1002072736,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Ben tevreden,Vrouw,75 jaar of ouder,Meer dan 30 jaar,7/7/2025,ARIA_TR_A1003528114,Trouw,Digital Only,,
EXIT_Magazines,EXIT_Magazines,,4,Vorige week weer geen Libelle ontvangen. En dat gebeurd vaak,Beantwoord ik liever niet,75 jaar of ouder,Weet ik niet,7/21/2025,SAP_LIBEL_41133617_10,Libelle,Compleet,,Bezorging
LLT_Nieuws,LLT_Nieuws,,8,Goed genuanceerd diepgaand,Man,45-54,11-20 jaar,6/2/2025,ARIA_TR_A1000340807,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,75 jaar of ouder,1-2 jaar,6/16/2025,ARIA_HLN_A1001949873,Het Laatste Nieuws,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,6,Veel nieuws wordt digitaal gelezen,Vrouw,55-64,21-30 jaar,8/25/2025,ARIA_BS_A1000624832,BN DeStem,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,"Net als de rest van de Westerse kranten is het AD gekleurd nieuws, bevooroordeeld, halve waarheden enz. Links liberale elitaire staatspropaganda waar Noord Korea nog een puntje aan kan zuigen.",Man,45-54,6-12 maanden,3/31/2025,ARIA_AD_A1002732469,het AD,Zaterdag+ (Hybride),,"Zoals ik al zei... Links liberale elitaire staatspropaganda. Gekleurd bevooroordeeld nieuw, halve waarheden, het politieke naratief, zwartmakerij, leugens, onzin enzovoorts. Na de eerste paar weken heb ik ze allemaal weggegooid in de papierbak."
LLT_Nieuws,LLT_Nieuws,,8,Ik ben tevreden over de Morgen.,Man,45-54,3-5 jaar,8/25/2025,ARIA_DM_A1002040139,De Morgen,Compleet,,
ELT_Magazines,ELT_Magazines,,5,omdat het kookinformatie eigenlijk niet voldoet aan mijn niveau voldoet,Vrouw,65-74,1-2 maanden,8/11/2025,SAP_DA_41315613_10,Dag Allemaal,Compleet,Nee,
EXIT_Nieuws,EXIT_Nieuws,,0,"Meer dan de helft werd de krant niet bezorgd, er werd niks gedaan met mijn klachten, medewerker die mij belde na opzeggen van abonnement om mij alsnog het abonnement te laten verlengen reageerde verbolgen en geïrriteerd toen ik vroeg of hij op de hoogte w",Man,25-34,3-5 jaar,7/14/2025,ARIA_VK_A1001334045,de Volkskrant,Zaterdag+ (Hybride),,"De krant werd nauwelijks bezorgd, er werd niks gedaan met mijn klachten (online en e-mail)"
EXIT_Magazines,EXIT_Magazines,,7,Mijn ervaring is dat vrouwen tussen 30 en 40 jaar weunig belangstelling hebben voor de lLibelle,Vrouw,65-74,21-30 jaar,8/25/2025,SAP_LIBEL_38788729_10,Libelle,Compleet,,Veel artikelen hadden mij belangstelling niet meer.Vooral omdat de artikelen voorgaande jaren ook al eens gepubliceerd waren
EXIT_Nieuws,EXIT_Nieuws,,8,Omdat ik het altijd fijn heb gevonden om het Brabants dagblad te lezen,Vrouw,65-74,6-12 maanden,5/13/2025,ARIA_BD_A1002859792,Brabants Dagblad,Compleet,,"Ik had een abonnement van rond de € 29.- dit werd ineens zonder enige vorm van overleg of bericht omgezet naar € 50,50"
LLT_Nieuws,LLT_Nieuws,,9,Lees de Volkskrant al ruim 50 jaar en haal er veel ( mening vormende) info uit,Vrouw,65-74,Meer dan 30 jaar,1/13/2025,ARIA_VK_A1000531369,de Volkskrant,Compleet,,
ELT_Nieuws,ELT_Nieuws,,9,Fijn om op de hoogte te zijn van het nieuws.,Vrouw,55-64,1-2 maanden,8/18/2025,ARIA_DG_A1004087820,de Gelderlander,Zaterdag+ (Hybride),Nee,
ELT_Nieuws,ELT_Nieuws,,10,"Goeie artikels, fijn magazine, de bijdrage van Joël de ceulaer ??",Vrouw,55-64,Weet ik niet zeker,3/18/2025,ARIA_DM_A1003634586,De Morgen,Zaterdag+ (Hybride),Ja,
ELT_Nieuws,ELT_Nieuws,,8,Tevreden,Vrouw,55-64,1-2 maanden,7/21/2025,ARIA_BS_A1004031583,BN DeStem,Digitaal Basis,Nee,
ELT_Nieuws,ELT_Nieuws,,7,Plaatselijk nieuws  . De rest weet ik al via de radio. Kan wel minder .,Vrouw,65-74,3-4 maanden,6/16/2025,ARIA_ST_A1003961878,de Stentor,Compleet,Ja,
LLT_Nieuws,LLT_Nieuws,,8,dagelijks (als hij bezorgd wordt!!!) veel interessant nieuws,Vrouw,75 jaar of ouder,Meer dan 30 jaar,7/7/2025,ARIA_TR_A1000511858,Trouw,Compleet,,
LLT_Magazines,LLT_Magazines,,7,n.v.t.,Man,35-44,Weet ik niet,7/21/2025,SAP_DONAL_37786443_10,Donald Duck,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,55-64,Meer dan 30 jaar,8/4/2025,ARIA_PZ_A1003309279,de PZC,Compleet,,
LLT_Nieuws,LLT_Nieuws,,4,Ik vind het een slechte krant. Ik ben er alleen op geabonneerd omdat ik van het plaatselijke nieuws op de hoogte wil blijven.,Man,65-74,Meer dan 30 jaar,3/10/2025,ARIA_BD_A1001298180,Brabants Dagblad,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,"Er zijn meerdere kwaliteitskranten in Nederland. De Volkskrant scoort hoog, maar ook het NRC gooit bij mij hoge hoge. Vandaar een 9.",Man,65-74,Meer dan 30 jaar,4/7/2025,ARIA_VK_A1001178646,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Prima krant,Man,65-74,Meer dan 30 jaar,7/7/2025,ARIA_AD_A1000898711,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"Beste krant, sinds mijn jeugd!!",Vrouw,75 jaar of ouder,Meer dan 30 jaar,5/19/2025,ARIA_TR_A1003349770,Trouw,Digital Only,,
LLT_Magazines,LLT_Magazines,,7,Tevreden,Vrouw,65-74,21-30 jaar,8/4/2025,SAP_MARGR_37056299_20,Margriet,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Sluit aan bij mijn beleving,Man,65-74,11-20 jaar,6/2/2025,ARIA_AD_A1001479458,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,10,Kwaliteitskrant,Man,55-64,Minder dan 6 maanden,8/11/2025,ARIA_DM_A1003843108,De Morgen,Compleet,,
EXIT_Magazines,EXIT_Magazines,,6,n.v.t.,Vrouw,55-64,Meer dan 30 jaar,7/2/2025,SAP_VRONI_16878082_10,Veronica Superguide,Compleet,,Hoge abonnementskosten voor één keer in de week doorbladeren. Wij kijken bijna geen tv
EXIT_Nieuws,EXIT_Nieuws,,4,NRC is beter,Man,55-64,6-10 jaar,5/13/2025,ARIA_VK_A1001145649,de Volkskrant,Compleet,,"Inhoudelijk eenzijdig georiënteerd. Voelde me niet meer thuis bij de doelgroep. De krant sprak me niet meer aan. NRC is neutraler, meer juridisch en zakelijker."
LLT_Nieuws,LLT_Nieuws,,9,"Omdat ik al heel wat jaren abonnee ben en geen andere krant zou willen. Prima verslaggeving, goede columns.",Man,55-64,Meer dan 30 jaar,7/14/2025,ARIA_AD_A1000742396,het AD,Compleet,,
ELT_Magazines,ELT_Magazines,,8,n.v.t.,Vrouw,65-74,1-2 maanden,7/14/2025,SAP_FLAIR_41266931_10,Flair,Compleet,Nee,
ELT_Nieuws,ELT_Nieuws,,8,Aanbevelen zeker. Maar je moet het wel kunnen betalen.,Man,65-74,1-2 maanden,1/27/2025,ARIA_VK_A1003441534,de Volkskrant,Compleet,Ja,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,65-74,1-2 jaar,4/28/2025,ARIA_BS_A1001119735,BN DeStem,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,5,Weinig regio nieuws,Vrouw,55-64,Minder dan 6 maanden,8/11/2025,ARIA_DG_A1004038963,de Gelderlander,Compleet,,Te duur
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Man,45-54,3-5 jaar,5/26/2025,ARIA_DM_A1001477298,De Morgen,Digitaal Basis,,gebrek aan tijd om krant te lezen -> daardoor in verhouding te duur
LLT_Nieuws,LLT_Nieuws,,2,"Sinds b-post de krant niet meer verdeelt kreeg ik de krant meermaals niet , ze ligt naast de brievenbus waardoor de buren elk een bladzijde kunnen lezen .",Man,55-64,3-5 jaar,5/26/2025,ARIA_HLN_A1001746895,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,6,Kan nergens de rouwadvertentie uit de buurt vinden,Man,55-64,6-12 maanden,8/18/2025,ARIA_DG_A1003473072,de Gelderlander,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,10,Je blijft op de hoogte van het reilen en zeilen van onze maatschappij.,Vrouw,75 jaar of ouder,Meer dan 30 jaar,8/4/2025,ARIA_BS_A1003712600,BN DeStem,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,3,Ik vind de Volkskrant nogal achteruitgegaan,Man,55-64,3-5 jaar,1/27/2025,ARIA_VK_A1001170992,de Volkskrant,Zaterdag+ (Hybride),,"Jullie nieuws is veel te gekleurd. Anti-Israel, te weinig kritiek op Hamas. De meeste columnisten zeggen hetzelfde. Kom met goed, neutraal en kwalitatief hoogstaand nieuws ipv dat eeuwige voorspelbare Trump en Wilders bashen (en nee, ik ben geen PVV stemm"
LLT_Nieuws,LLT_Nieuws,,10,Ik vind het een topkrant,Man,65-74,Meer dan 30 jaar,5/13/2025,ARIA_TR_A1003452981,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,"Ik heb jaren een abonnement op de stentor gehad, maar deze kortgeleden opgezegd. Ik heb steeds meer moeite met stukken in deze krant. Ook de tijdigheid van berichjten vind ik steeds lastiger (oud Nieuws).",Man,65-74,6-10 jaar,5/26/2025,ARIA_ST_A1001215692,de Stentor,Compleet,,
EXIT_Magazines,EXIT_Magazines,,0,Ik zou niet weten waarom dit in een gesprek ter sprake zou komen.,Vrouw,45-54,11-20 jaar,7/28/2025,SAP_DA_39803919_10,Dag Allemaal,Compleet,,"We zijn eruit gegroeid, een andere levensfase..."
LLT_Nieuws,LLT_Nieuws,,5,Veel kennissen vinden dat de krant oud nieuws brengt,Man,65-74,Meer dan 30 jaar,4/7/2025,ARIA_AD_A1000743171,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,.,Man,75 jaar of ouder,Meer dan 30 jaar,3/18/2025,ARIA_TR_A1001524571,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,"Sommige rubrieken/columns goed tot zeer goed, andere minder bevredigend.",Man,65-74,11-20 jaar,6/2/2025,ARIA_HLN_A1001883344,Het Laatste Nieuws,Compleet,,
ELT_Nieuws,ELT_Nieuws,,3,"Bezorging gaat wekelijks enkele keren mis. Dat meld ik dan bij de bezorgservice, dan moet ik de factuur controleren pffff. Daar zit je toch niet op te wachten.",Vrouw,65-74,1-2 maanden,2/24/2025,ARIA_DG_A1003588536,de Gelderlander,Compleet,Ja,
LLT_Nieuws,LLT_Nieuws,,9,Zeer fijne krant maar ook een forse prijs voor papieren versie,Vrouw,55-64,Meer dan 30 jaar,6/2/2025,ARIA_TR_A1000746647,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,Persoonlijk vind ik het een linkse negatieve rotkrant,Man,65-74,Weet ik niet,7/7/2025,ARIA_DG_A1000075804,de Gelderlander,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,5,"Weinig nieuws over Etten-leur.  Te veel nieuws over Roosendaal  Moerdijk, Zevenbergen Oudenbosch. Op deze plaatsen zijn wij niet gericht. Teweinig nieuws over Breda, waar wij WEL op zijn gericht.",Vrouw,65-74,Meer dan 30 jaar,7/21/2025,ARIA_BS_A1003186674,BN DeStem,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"Prettig leesbare krant, goede informatie, hoewel niet altijd foutloos.",Man,65-74,6-10 jaar,8/25/2025,ARIA_TR_A1001083865,Trouw,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,10,"vind trouw een heel goede krant,de bezorging was uitstekend. ik had een proefabonnement van 4 weken.",Vrouw,65-74,Minder dan 6 maanden,8/25/2025,ARIA_TR_A1004084377,Trouw,Compleet,,n.v.t.
ELT_Nieuws,ELT_Nieuws,,0,Omdat het niet zo plezant is als een papieren krant,Vrouw,55-64,1-2 maanden,5/26/2025,ARIA_HLN_A1003921550,Het Laatste Nieuws,Zaterdag+ (Hybride),Weet ik niet,
EXIT_Nieuws,EXIT_Nieuws,,9,ik was bijna 100% tevreden met zowel de papieren zaterdagkrant alsook de dagelijkse digitale edities.,Man,75 jaar of ouder,3-5 jaar,2/17/2025,ARIA_VK_A1001001096,de Volkskrant,Zaterdag+ (Hybride),,ik wil nu een jaar lang een van de andere kwaliteitskranten proberen.
LLT_Nieuws,LLT_Nieuws,,7,Het is afhankelijk van de interesses die personen hebben,Vrouw,75 jaar of ouder,6-10 jaar,7/21/2025,ARIA_DG_A1003177663,de Gelderlander,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,De nieuwswaarde en diepgang is achteruit gegaan. Er is nu meer cultuur etc. dan het meer reguliere nieuws.,Man,55-64,Meer dan 30 jaar,6/9/2025,ARIA_VK_A1000540984,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,"Goede krant, goed geschreven vooral",Man,75 jaar of ouder,Meer dan 30 jaar,2/17/2025,ARIA_TR_A1000745939,Trouw,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,Prima krant en veel streek nieuws,Vrouw,55-64,6-12 maanden,2/3/2025,ARIA_AD_A1002639848,het AD,Zaterdag+ (Hybride),,Online werd niet gelezen vond alleen de zaterdag (papier) krant fijn.
LLT_Nieuws,LLT_Nieuws,,8,leuk lezen en een speciaal stuk van den haag,Man,65-74,6-10 jaar,3/10/2025,ARIA_AD_A1001134653,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,2,Veel te veel links georiënteerde berichtgeving. Zeker over Gaza waarbij U oorzaak en gevolg door elkaar haalt. Bovendien laat U de rol van Hamas onderbelicht. Je kan je terecht afvragen of Israël te ver gaat. In elke oorlog vallen burger slachtoffers. Den,Man,65-74,6-12 maanden,8/18/2025,ARIA_AD_A1003177607,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Goed nieuws en regionaal,Man,65-74,6-10 jaar,5/13/2025,ARIA_ED_A1000184479,het ED,Digitaal Basis,,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Man,65-74,Meer dan 30 jaar,7/2/2025,SAP_VRONI_16867774_10,Veronica Superguide,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,IK vind het landelijke nieuws verhoudingsgewijs goed vertegenwoordigd maar er wordt teveel ruimte besteed aan sport en te weinig aan gemeentelijk nieuws.,Man,55-64,1-2 maanden,3/24/2025,ARIA_AD_A1003667238,het AD,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,1,Omdat van de 7 dagen wij gemiddeld 3 x geen krant krijgen of meer zelfs,Vrouw,65-74,3-5 jaar,7/14/2025,ARIA_PZ_A1002848898,de PZC,Compleet,,
ELT_Magazines,ELT_Magazines,,10,blijf het een geweldig blad vinden,Vrouw,75 jaar of ouder,Minder dan 1 maand,7/21/2025,SAP_LIBEL_41273054_10,Libelle,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,goede (linkss)krant met goede artikelen en een goede tegenstander van de rechts georienteerde Telegraaf,Man,65-74,11-20 jaar,5/19/2025,ARIA_VK_A1001137589,de Volkskrant,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,Sommige van mijn vrienden hebben minder interesse in sommige thema’s van De Morgen,Man,65-74,21-30 jaar,5/6/2025,ARIA_DM_A1002019666,De Morgen,Digital Only,,
EXIT_Magazines,EXIT_Magazines,,7,Veel diverse artikelen,Vrouw,75 jaar of ouder,6-12 maanden,7/21/2025,SAP_HM_40666456_10,Humo,Compleet,,"Aleen staand, met pensioen ,"
LLT_Nieuws,LLT_Nieuws,,9,Omdat ik al meer dan 60 jaar dezelfde krant leest ( hiervoor de Gelderlander) in Nijmegen.,Man,75 jaar of ouder,Meer dan 30 jaar,4/7/2025,ARIA_BS_A1001285780,BN DeStem,Compleet,,
LLT_Magazines,LLT_Magazines,,7,Er staan soms ook veel reclames in,Vrouw,65-74,11-20 jaar,8/25/2025,SAP_DONAL_37024239_10,Donald Duck,Compleet,,
LLT_Nieuws,LLT_Nieuws,,4,Om meer lezers aan te trekken verlaagd het niveau naar story of libelle. Begrijpelijk maar triestig voor de serieuze lezer!,Man,65-74,6-10 jaar,6/16/2025,ARIA_DM_A1001631982,De Morgen,Digitaal Basis,,
ELT_Nieuws,ELT_Nieuws,,4,Ik vind de kolommen en sommige berichtgeving vaak niet neutraal ( sausje woke) en de regionale (Apeldoornse) mag best wat uitgebreider.,Man,65-74,1-2 maanden,4/21/2025,ARIA_ST_A1003687105,de Stentor,Compleet,Nee,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Vrouw,65-74,21-30 jaar,7/14/2025,SAP_LIBEL_3454642_10,Libelle,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,Info,Vrouw,75 jaar of ouder,Meer dan 30 jaar,7/21/2025,ARIA_VK_A1001163144,de Volkskrant,Digital Only,,Kosten
LLT_Magazines,LLT_Magazines,,10,Als je ervan houdt is het toch een soort 'must have',Man,65-74,6-12 maanden,7/28/2025,SAP_DONAL_41020193_10,Donald Duck,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Fijne krant als achtergronden wilt en wat meer duiding,Man,45-54,6-10 jaar,5/13/2025,ARIA_VK_A1000999879,de Volkskrant,Zaterdag+ (Hybride),,"Kosten, gebrek aan tijd en de zorgelijke staat van de wereld"
LLT_Nieuws,LLT_Nieuws,,9,Toffe krant om te lezen.  Altijd nieuws vers van de pers,Man,45-54,11-20 jaar,3/10/2025,ARIA_HLN_A1001779216,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Vrouw,55-64,Meer dan 30 jaar,4/28/2025,ARIA_DG_A1000186965,de Gelderlander,Digital Only,,
ELT_Magazines,ELT_Magazines,,9,Fijn blad,Vrouw,75 jaar of ouder,1-2 maanden,7/14/2025,SAP_LIBEL_41269740_10,Libelle,Compleet,Nee,
LLT_Magazines,LLT_Magazines,,8,voor de informatie over tv programma's en fillms,Vrouw,75 jaar of ouder,21-30 jaar,8/25/2025,SAP_VRONI_38214421_20,Veronica Superguide,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,up to date nieuws in begrijpelijk taal,Man,45-54,6-10 jaar,8/11/2025,ARIA_HLN_A1001925919,Het Laatste Nieuws,Compleet,,
LLT_Magazines,LLT_Magazines,,8,Wat ik leuk en fijn vind om te lezen is heel persoonlijk en is dus niet voor iedereen het zelf de gezeligge leesvoer,Vrouw,65-74,11-20 jaar,8/4/2025,SAP_LIBEL_35683561_20,Libelle,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,Fijne krant om te lezen,Vrouw,55-64,1-2 maanden,3/31/2025,ARIA_VK_A1003695331,de Volkskrant,Zaterdag+ (Hybride),Ja,
LLT_Nieuws,LLT_Nieuws,,5,"Ik ben nog altijd zeer tevreden over de krant HLN. De reden waarom ik deze lage score geef is voor de bezorging. Sedert de krantenbezorging niet meer wordt uitbesteed aan Bpost, laat de bezorging veel te wensen over. Er gaat geen week voorbij dat ik een b",Vrouw,65-74,6-10 jaar,4/7/2025,ARIA_HLN_A1001759147,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Goede mix van regionaal en landelijk/internationaal nieuws,Man,55-64,21-30 jaar,7/28/2025,ARIA_ED_A1000615815,het ED,Compleet,,
